time_stamp,node,light,sound,temp,smoke,corrected_smoke,label
23:04:26,5,1005,498,540,1,701,normal_event
23:04:27,5,1005,490,541,2,702,normal_event
23:04:28,5,1005,503,540,1,701,normal_event
23:04:29,5,1005,493,540,1,701,normal_event
23:04:30,5,1004,501,540,1,701,normal_event
23:04:31,5,1004,493,541,,,normal_event
23:04:32,5,1004,499,541,2,702,normal_event
23:04:33,5,1004,491,540,1,701,normal_event
23:04:34,5,1004,492,540,2,702,normal_event
23:04:35,5,1004,509,541,1,701,normal_event
23:04:36,5,1005,488,541,1,701,normal_event
23:04:37,5,1004,486,540,1,701,normal_event
23:04:38,5,1004,496,540,1,701,normal_event
23:04:39,5,1004,493,540,1,701,normal_event
23:04:40,5,1004,485,540,,,normal_event
23:04:41,5,1003,491,540,1,701,normal_event
23:04:42,5,1003,494,540,1,701,normal_event
23:04:43,5,1004,499,540,2,702,normal_event
23:04:44,5,1004,493,540,,,normal_event
23:04:45,5,1004,489,540,,,normal_event
23:04:46,5,1004,496,540,2,702,normal_event
23:04:47,5,1004,506,539,1,701,normal_event
23:04:48,5,1003,502,540,,,normal_event
23:04:49,5,1003,505,540,,,normal_event
23:04:50,5,1003,491,540,2,702,normal_event
23:04:51,5,1004,488,540,,,normal_event
23:04:52,5,1004,499,540,1,701,normal_event
23:04:53,5,1003,495,540,,,normal_event
23:04:54,5,1004,499,540,1,701,normal_event
23:04:55,5,1004,489,540,1,701,normal_event
23:04:56,5,1004,481,540,2,702,normal_event
23:04:57,5,1004,493,540,2,702,normal_event
23:04:58,5,1004,491,540,,,normal_event
23:04:59,5,1004,492,540,2,702,normal_event
23:05:00,5,1004,471,540,1,701,normal_event
23:05:01,5,,,,,,normal_event
23:05:02,5,1004,484,541,1,701,normal_event
23:05:03,5,1005,498,540,1,701,normal_event
23:05:04,5,1004,493,541,2,702,normal_event
23:05:05,5,1004,491,541,,,normal_event
23:05:06,5,1005,488,540,1,701,normal_event
23:05:07,5,1004,498,540,1,701,normal_event
23:05:08,5,1005,480,540,2,702,normal_event
23:05:09,5,1004,488,541,1,701,normal_event
23:05:10,5,1005,497,541,2,702,normal_event
23:05:11,5,1005,496,541,2,702,normal_event
23:05:12,5,1005,498,541,2,702,normal_event
23:05:13,5,1005,495,541,1,701,normal_event
23:05:14,5,1005,486,541,1,701,normal_event
23:05:15,5,1005,494,541,,,normal_event
23:05:16,5,1005,497,541,1,701,normal_event
23:05:17,5,1006,493,541,2,702,normal_event
23:05:18,5,1006,498,541,2,702,normal_event
23:05:19,5,1006,495,541,,,normal_event
23:05:20,5,1006,499,541,1,701,normal_event
23:05:21,5,1005,491,541,1,701,normal_event
23:05:22,5,1006,497,541,1,701,normal_event
23:05:23,5,1006,499,541,1,701,normal_event
23:05:24,5,1006,487,542,1,701,normal_event
23:05:25,5,1006,495,541,,,normal_event
23:05:26,5,1006,497,542,,,normal_event
23:05:27,5,1006,492,542,1,701,normal_event
23:05:28,5,1007,492,542,2,702,normal_event
23:05:29,5,1006,502,542,1,701,normal_event
23:05:30,5,1007,492,542,1,701,normal_event
23:05:31,5,1006,495,542,1,701,normal_event
23:05:32,5,1007,496,542,1,701,normal_event
23:05:33,5,1006,496,542,,,normal_event
23:05:34,5,1006,497,542,1,701,normal_event
23:05:35,5,1007,490,542,1,701,normal_event
23:05:36,5,1007,499,542,1,701,normal_event
23:05:37,5,1007,500,542,1,701,normal_event
23:05:38,5,1007,497,542,1,701,normal_event
23:05:39,5,1006,503,542,1,701,normal_event
23:05:40,5,1006,490,542,1,701,normal_event
23:05:41,5,1006,493,542,1,701,normal_event
23:05:42,5,1007,502,542,2,702,normal_event
23:05:43,5,1006,496,542,,,normal_event
23:05:44,5,1005,494,542,,,normal_event
23:05:45,5,1006,496,542,2,702,normal_event
23:05:46,5,1006,493,542,1,701,normal_event
23:05:47,5,1008,468,542,1,701,normal_event
23:05:48,5,1007,495,542,2,702,normal_event
23:05:49,5,1007,475,542,1,701,normal_event
23:05:50,5,1007,463,542,1,701,normal_event
23:05:51,5,1007,493,542,,,normal_event
23:05:52,5,1006,489,542,1,701,normal_event
23:05:53,5,1006,496,542,1,701,normal_event
23:05:54,5,1007,478,542,2,702,normal_event
23:05:55,5,1007,493,542,1,701,normal_event
23:05:56,5,1006,495,542,,,normal_event
23:05:57,5,1007,494,543,2,702,normal_event
23:05:58,5,1007,488,543,1,701,normal_event
23:05:59,5,1006,502,543,2,702,normal_event
23:06:00,5,1006,500,543,1,701,normal_event
23:06:01,5,1006,497,543,1,701,normal_event
23:06:02,5,1006,491,543,1,701,normal_event
23:06:03,5,1006,482,543,1,701,normal_event
23:06:04,5,1005,486,543,1,701,normal_event
23:06:05,5,1006,496,543,,,normal_event
23:06:06,5,1006,497,543,2,702,normal_event
23:06:07,5,1006,506,543,,,normal_event
23:06:08,5,1005,486,543,,,normal_event
23:06:09,5,1006,496,543,1,701,normal_event
23:06:10,5,1006,493,544,2,702,normal_event
23:06:11,5,1006,491,544,2,702,normal_event
23:06:12,5,1005,492,544,1,701,normal_event
23:06:13,5,997,497,543,1,701,normal_event
23:06:14,5,1006,492,544,,,normal_event
23:06:15,5,1005,499,544,1,701,normal_event
23:06:16,5,999,497,543,2,702,normal_event
23:06:17,5,1006,491,543,1,701,normal_event
23:06:18,5,1006,483,544,,,normal_event
23:06:19,5,1006,492,543,1,701,normal_event
23:06:20,5,1006,495,544,1,701,normal_event
23:06:21,5,1005,489,544,1,701,normal_event
23:06:22,5,1006,497,543,2,702,normal_event
23:06:23,5,1005,478,543,1,701,normal_event
23:06:24,5,1005,486,543,1,701,normal_event
23:06:25,5,1005,490,543,2,702,normal_event
23:06:26,5,1005,493,543,,,normal_event
23:06:27,5,1005,486,543,,,normal_event
23:06:28,5,1005,493,543,,,normal_event
23:06:29,5,1005,489,543,1,701,normal_event
23:06:30,5,1005,500,544,1,701,normal_event
23:06:31,5,1006,487,543,1,701,normal_event
23:06:32,5,1005,494,543,2,702,normal_event
23:06:33,5,1005,499,543,,,normal_event
23:06:34,5,1005,488,543,1,701,normal_event
23:06:35,5,1004,492,543,2,702,normal_event
23:06:36,5,1004,482,543,2,702,normal_event
23:06:37,5,1005,478,542,1,701,normal_event
23:06:38,5,1004,489,542,1,701,normal_event
23:06:39,5,1005,489,542,1,701,normal_event
23:06:40,5,1005,501,543,1,701,normal_event
23:06:41,5,1004,498,542,1,701,normal_event
23:06:42,5,1005,499,543,1,701,normal_event
23:06:43,5,1004,500,543,1,701,normal_event
23:06:44,5,1004,486,543,,,normal_event
23:06:45,5,1004,498,542,,,normal_event
23:06:46,5,1004,495,543,1,701,normal_event
23:06:47,5,1004,504,542,1,701,normal_event
23:06:48,5,1004,496,542,1,701,normal_event
23:06:49,5,1004,578,542,1,701,normal_event
23:06:50,5,1004,501,542,1,701,normal_event
23:06:51,5,1003,494,542,,,normal_event
23:06:52,5,1003,500,542,,,normal_event
23:06:53,5,1003,501,542,1,701,normal_event
23:06:54,5,1003,500,541,1,701,normal_event
23:06:55,5,1003,511,541,,,normal_event
23:06:56,5,1003,530,541,1,701,normal_event
23:06:57,5,1003,480,541,1,701,normal_event
23:06:58,5,1003,499,541,,,normal_event
23:06:59,5,1003,499,541,1,701,normal_event
23:07:00,5,1002,500,541,2,702,normal_event
23:07:01,5,1003,498,541,2,702,normal_event
23:07:02,5,1003,498,541,,,normal_event
23:07:03,5,1003,497,541,,,normal_event
23:07:04,5,1003,488,541,1,701,normal_event
23:07:05,5,1001,494,534,,,normal_event
22:50:41,6,,,,,,normal_event
22:50:42,6,994,478,531,,,normal_event
22:50:43,6,,,,,,normal_event
22:50:44,6,994,489,531,,,normal_event
22:50:45,6,,,,,,normal_event
22:50:46,6,,,,,,normal_event
22:50:47,6,,,,,,normal_event
22:50:48,6,994,488,532,,,normal_event
22:50:49,6,,,,,,normal_event
22:50:50,6,,,,,,normal_event
22:50:51,6,,,,,,normal_event
22:50:52,6,,,,,,normal_event
22:50:53,6,,,,,,normal_event
22:50:54,6,994,480,531,,,normal_event
22:50:55,6,996,465,531,,,normal_event
22:50:56,6,996,488,531,,,normal_event
22:50:57,6,,,,,,normal_event
22:50:58,6,,,,,,normal_event
22:50:59,6,994,491,531,,,normal_event
22:51:00,6,994,487,531,,,normal_event
22:51:01,6,994,458,531,,,normal_event
22:51:02,6,995,472,531,,,normal_event
22:51:03,6,994,481,532,,,normal_event
22:51:04,6,,,,,,normal_event
22:51:05,6,995,499,532,,,normal_event
22:51:06,6,995,486,532,,,normal_event
22:51:07,6,,,,,,normal_event
22:51:08,6,995,475,532,,,normal_event
22:51:09,6,,,,,,normal_event
22:51:10,6,995,492,532,,,normal_event
22:51:11,6,995,494,532,,,normal_event
22:51:12,6,995,478,532,,,normal_event
22:51:13,6,,,,,,normal_event
22:51:14,6,,,,,,normal_event
22:51:15,6,995,494,532,,,normal_event
22:51:16,6,,,,,,normal_event
22:51:17,6,,,,,,normal_event
22:51:18,6,994,481,532,,,normal_event
22:51:19,6,995,475,532,,,normal_event
22:51:20,6,,,,,,normal_event
22:51:21,6,,,,,,normal_event
22:51:22,6,994,460,532,,,normal_event
22:51:23,6,994,477,532,,,normal_event
22:51:24,6,,,,,,normal_event
22:51:25,6,995,486,532,,,normal_event
22:51:26,6,,,,,,normal_event
22:51:27,6,994,499,532,,,normal_event
22:51:28,6,,,,,,normal_event
22:51:29,6,,,,,,normal_event
22:51:30,6,,,,,,normal_event
22:51:31,6,,,,,,normal_event
22:51:32,6,,,,,,normal_event
22:51:33,6,994,435,531,,,normal_event
22:51:34,6,994,484,531,,,normal_event
22:51:35,6,993,509,532,,,normal_event
22:51:36,6,993,487,531,,,normal_event
22:51:37,6,993,483,531,,,normal_event
22:51:38,6,993,486,531,162,862,normal_event
22:51:39,6,993,484,532,70,770,normal_event
22:51:40,6,994,483,531,151,851,normal_event
22:51:41,6,994,487,531,531,531,normal_event
22:51:42,6,994,478,532,385,385,normal_event
22:51:43,6,,,,,,normal_event
22:51:44,6,994,491,532,369,369,normal_event
22:51:45,6,994,484,532,415,415,normal_event
22:51:46,6,,,,,,normal_event
22:51:47,6,993,473,531,406,406,normal_event
22:51:48,6,993,490,531,574,574,normal_event
22:51:49,6,994,485,531,418,418,normal_event
22:51:50,6,993,482,531,490,490,normal_event
22:51:51,6,993,490,531,449,449,normal_event
22:51:52,6,993,494,531,665,665,normal_event
22:51:53,6,993,486,531,495,495,normal_event
22:51:54,6,993,487,531,501,501,normal_event
22:51:55,6,993,493,532,683,683,normal_event
22:51:56,6,993,479,532,509,509,normal_event
22:51:57,6,993,493,533,382,382,normal_event
22:51:58,6,,,,,,normal_event
22:51:59,6,996,487,538,404,404,normal_event
22:52:00,6,997,501,543,402,402,normal_event
22:52:01,6,996,504,548,480,480,normal_event
22:52:02,6,996,488,552,447,447,fire_increasing
22:52:03,6,995,482,559,516,516,fire_increasing
22:52:04,6,995,482,559,516,516,fire_increasing
22:52:05,6,994,499,560,426,426,fire_increasing
22:52:06,6,994,525,567,605,605,fire_increasing
22:52:07,6,994,525,567,689,689,fire_increasing
22:52:08,6,995,495,567,412,412,fire_increasing
22:52:09,6,993,518,570,525,525,fire_increasing
22:52:10,6,994,492,576,512,512,fire_increasing
22:52:11,6,995,505,580,494,494,fire_increasing
22:52:12,6,994,495,584,556,556,fire_increasing
22:52:13,6,994,502,585,449,449,fire_increasing
22:52:14,6,994,527,586,560,560,fire_increasing
22:52:15,6,993,475,588,442,442,fire_increasing
22:52:16,6,993,479,592,498,498,fire_increasing
22:52:17,6,993,523,595,466,466,fire_increasing
22:52:18,6,993,450,598,550,550,fire_increasing
22:52:19,6,993,482,602,467,467,fire_increasing
22:52:20,6,,,,,,fire_increasing
22:52:21,6,,,,,,fire_increasing
22:52:22,6,993,465,613,562,562,fire_increasing
22:52:23,6,993,484,614,587,587,fire_increasing
22:52:24,6,993,486,616,405,405,fire_increasing
22:52:25,6,993,498,620,485,485,fire
22:52:26,6,994,495,622,515,515,fire
22:52:27,6,992,499,624,477,477,fire
22:52:28,6,992,537,624,313,313,fire
22:52:29,6,,,,,,fire
22:52:30,6,992,485,630,492,492,fire
22:52:31,6,992,491,632,412,412,fire
22:52:32,6,992,482,634,362,362,fire
22:52:33,6,992,488,638,902,902,fire
22:52:34,6,992,498,638,876,876,fire
22:52:35,6,991,511,643,863,863,fire
22:52:36,6,991,473,646,924,924,fire
22:52:37,6,991,474,649,868,868,fire
22:52:38,6,991,490,650,852,852,fire
22:52:39,6,991,488,652,891,891,fire
22:52:40,6,990,474,653,897,897,fire
22:52:41,6,990,506,655,888,888,fire
22:52:42,6,990,489,656,892,892,fire
22:52:43,6,991,483,658,878,878,fire
22:52:44,6,990,482,658,854,854,fire
22:52:45,6,991,487,659,916,916,fire
22:52:46,6,990,485,660,998,998,fire
22:52:47,6,991,505,660,943,943,fire
22:52:48,6,991,494,661,936,936,fire
22:52:49,6,,,,,,fire
22:52:50,6,,,,,,fire
22:52:51,6,,,,,,fire
22:52:52,6,,,,,,fire
22:52:53,6,,,,,,fire
22:52:54,6,991,478,663,768,768,fire
22:52:55,6,,,,,,fire
22:52:56,6,,,,,,fire
22:52:57,6,991,495,666,887,887,fire
22:52:58,6,,,,,,fire
22:52:59,6,,,,,,fire
22:53:00,6,,,,,,fire
22:53:01,6,,,,,,fire
22:53:02,6,991,500,665,856,856,fire
22:53:03,6,,,,,,fire
22:53:04,6,991,499,666,905,905,fire
22:53:05,6,,,,,,fire
22:53:06,6,991,484,665,869,869,fire
22:53:07,6,,,,,,fire
22:53:08,6,,,,,,fire
22:53:09,6,,,,,,fire
22:53:10,6,,,,,,fire
22:53:11,6,,,,,,fire
22:53:12,6,,,,,,fire
22:53:13,6,991,488,675,906,906,fire
22:53:14,6,,,,,,fire
22:53:15,6,,,,,,fire
22:53:16,6,,,,,,fire
22:53:17,6,992,489,681,945,945,fire
22:53:18,6,991,499,685,813,813,fire
22:53:19,6,991,483,685,875,875,fire
22:53:20,6,,,,,,fire
22:53:21,6,991,507,688,879,879,fire
22:53:22,6,,,,,,fire
22:53:23,6,991,482,694,881,881,fire
22:53:24,6,991,483,696,801,801,fire
22:53:25,6,,,,,,fire
22:53:26,6,,,,,,fire
22:53:27,6,,,,,,fire
22:53:28,6,,,,,,fire
22:53:29,6,993,495,705,985,985,fire
22:53:30,6,,,,,,fire
22:53:31,6,994,482,713,874,874,fire
22:53:32,6,993,499,714,780,780,fire
22:53:33,6,991,495,717,991,991,fire
22:53:34,6,,,,,,fire
22:53:35,6,991,364,722,984,984,fire
22:53:36,6,,,,,,fire
22:53:37,6,,,,,,fire
22:53:38,6,990,470,724,849,849,fire
22:53:39,6,,,,,,fire
22:53:40,6,990,493,725,917,917,fire
22:53:41,6,,,,,,fire
22:53:42,6,,,,,,fire
22:53:43,6,,,,,,fire
22:53:44,6,990,498,731,866,866,fire
22:53:45,6,990,501,732,977,977,fire
22:53:46,6,990,498,734,858,858,fire
22:53:47,6,,,,,,fire
22:53:48,6,,,,,,fire
22:53:49,6,990,482,737,992,992,fire
22:53:50,6,991,487,738,930,930,fire
22:53:51,6,990,490,739,847,847,fire
22:53:52,6,990,485,739,795,795,fire
22:53:53,6,990,495,739,868,868,fire
22:53:54,6,991,486,741,806,806,fire
22:53:55,6,991,485,737,890,890,fire
22:53:56,6,990,484,737,928,928,fire
22:53:57,6,,,,,,fire
22:53:58,6,991,484,734,945,945,fire
22:53:59,6,,,,,,fire
22:54:00,6,990,494,732,823,823,fire
22:54:01,6,991,501,732,781,781,fire
22:54:02,6,,,,,,fire
22:54:03,6,,,,,,fire
22:54:04,6,991,487,731,843,843,fire
22:54:05,6,,,,,,fire
22:54:06,6,,,,,,fire
22:54:07,6,991,484,731,818,818,fire
22:54:08,6,,,,,,fire
22:54:09,6,991,497,732,877,877,fire
22:54:10,6,990,494,732,819,819,fire
22:54:11,6,,,,,,fire
22:54:12,6,991,491,729,894,894,fire
22:54:13,6,991,497,729,932,932,fire
22:54:14,6,,,,,,fire
22:54:15,6,,,,,,fire
22:54:16,6,993,498,733,814,814,fire
22:54:17,6,992,520,736,927,927,fire
22:54:18,6,991,481,737,853,853,fire
22:54:19,6,991,487,738,792,792,fire
22:54:20,6,991,481,739,849,849,fire
22:54:21,6,991,488,740,912,912,fire
22:54:22,6,,,,,,fire
22:54:23,6,,,,,,fire
22:54:24,6,990,473,740,788,788,fire
22:54:25,6,991,491,742,945,945,fire
22:54:26,6,,,,,,fire
22:54:27,6,991,488,743,844,844,fire
22:54:28,6,,,,,,fire
22:54:29,6,991,494,743,951,951,fire
22:54:30,6,991,497,743,878,878,fire
22:54:31,6,991,484,744,876,876,fire
22:54:32,6,,,,,,fire
22:54:33,6,991,486,744,971,971,fire
22:54:34,6,,,,,,fire
22:54:35,6,991,504,744,982,982,fire
22:54:36,6,992,496,743,881,881,fire
22:54:37,6,992,494,743,876,876,fire
22:54:38,6,992,482,743,867,867,fire
22:54:39,6,991,500,742,882,882,fire
22:54:40,6,992,490,741,975,975,fire
22:54:41,6,993,493,741,760,760,fire
22:54:42,6,992,490,740,840,840,fire
22:54:43,6,992,488,739,829,829,fire
22:54:44,6,993,471,739,797,797,fire
22:54:45,6,992,491,741,832,832,fire
22:54:46,6,991,494,741,851,851,fire
22:54:47,6,991,489,740,882,882,fire
22:54:48,6,992,498,739,825,825,fire
22:54:49,6,992,482,738,863,863,fire
22:54:50,6,992,491,738,871,871,fire
22:54:51,6,991,495,738,850,850,fire
22:54:52,6,992,487,737,845,845,fire
22:54:53,6,,,,,,fire
22:54:54,6,989,487,734,858,858,fire
22:54:55,6,990,485,732,925,925,fire
22:54:56,6,990,491,732,842,842,fire
22:54:57,6,993,493,734,953,953,fire
22:54:58,6,994,487,734,765,765,fire
22:54:59,6,992,496,735,897,897,fire
22:55:00,6,993,487,735,860,860,fire
22:55:01,6,991,504,736,870,870,fire
22:55:02,6,,,,,,fire
22:55:03,6,992,491,734,867,867,fire
22:55:04,6,992,494,733,845,845,fire
22:55:05,6,993,501,731,873,873,fire
22:55:06,6,993,494,730,865,865,fire
22:55:07,6,993,472,729,885,885,fire
22:55:08,6,994,444,728,811,811,fire
22:55:09,6,994,483,727,891,891,fire
22:55:10,6,994,488,727,910,910,fire
22:55:11,6,995,490,726,879,879,fire
22:55:12,6,995,487,724,856,856,fire
22:55:13,6,995,485,723,883,883,fire
22:55:14,6,994,489,720,886,886,fire
22:55:15,6,995,484,720,855,855,fire
22:55:16,6,995,494,721,844,844,fire
22:55:17,6,996,482,721,886,886,fire
22:55:18,6,995,482,721,916,916,fire
22:55:19,6,996,488,720,859,859,fire
22:55:20,6,995,476,718,902,902,fire
22:55:21,6,995,509,719,845,845,fire
22:55:22,6,994,482,719,863,863,fire
22:55:23,6,994,479,717,815,815,fire
22:55:24,6,995,498,717,870,870,fire
22:55:25,6,994,567,717,903,903,fire
22:55:26,6,995,490,718,823,823,fire
22:55:27,6,,,,,,fire
22:55:28,6,994,488,718,876,876,fire
22:55:29,6,996,486,719,854,854,fire
22:55:30,6,995,481,719,900,900,fire
22:55:31,6,996,491,718,916,916,fire
22:55:32,6,992,487,719,878,878,fire
22:55:33,6,996,489,719,904,904,fire
22:55:34,6,995,492,717,870,870,fire
22:55:35,6,,,,,,fire
22:55:36,6,996,490,716,873,873,fire
22:55:37,6,995,488,715,788,788,fire
22:55:38,6,995,488,715,957,957,fire
22:55:39,6,995,488,715,865,865,fire
22:55:40,6,994,485,714,852,852,fire
22:55:41,6,996,493,714,929,929,fire
22:55:42,6,994,488,713,799,799,fire
22:55:43,6,995,493,713,829,829,fire
22:55:44,6,995,493,714,872,872,fire
22:55:45,6,995,491,714,885,885,fire
22:55:46,6,996,490,714,932,932,fire
22:55:47,6,996,494,713,803,803,fire
22:55:48,6,995,522,714,859,859,fire
22:55:49,6,995,485,714,865,865,fire
22:55:50,6,994,482,713,886,886,fire
22:55:51,6,994,498,712,994,994,fire
22:55:52,6,994,483,711,908,908,fire
22:55:53,6,995,480,710,906,906,fire
22:55:54,6,995,495,708,888,888,fire
22:55:55,6,996,499,708,906,906,fire
22:55:56,6,,,,,,fire
22:55:57,6,995,482,704,907,907,fire
22:55:58,6,996,483,703,872,872,fire
22:55:59,6,995,487,702,876,876,fire
22:56:00,6,995,487,702,840,840,fire
22:56:01,6,994,483,701,802,802,fire
22:56:02,6,994,498,701,798,798,fire
22:56:03,6,995,487,700,851,851,fire
22:56:04,6,995,499,699,865,865,fire
22:56:05,6,996,483,698,926,926,fire
22:56:06,6,995,494,699,865,865,fire
22:56:07,6,995,497,699,919,919,fire
22:56:08,6,995,486,699,885,885,fire
22:56:09,6,994,497,699,890,890,fire
22:56:10,6,996,476,699,877,877,fire
22:56:11,6,995,484,698,887,887,fire
22:56:12,6,995,493,697,878,878,fire
22:56:13,6,995,488,696,913,913,fire
22:56:14,6,996,497,696,828,828,fire
22:56:15,6,995,504,696,880,880,fire
22:56:16,6,995,490,696,762,762,fire
22:56:17,6,995,481,695,909,909,fire
22:56:18,6,995,485,694,436,436,fire
22:56:19,6,995,492,694,642,642,fire
22:56:20,6,995,482,695,498,498,fire
22:56:21,6,995,496,695,503,503,fire
22:56:22,6,995,479,696,485,485,fire
22:56:23,6,996,499,696,442,442,fire
22:56:24,6,995,496,697,483,483,fire
22:56:25,6,996,495,698,389,389,fire
22:56:26,6,995,494,698,373,373,fire
22:56:27,6,995,493,698,544,544,fire
22:56:28,6,995,489,698,781,781,fire
22:56:29,6,995,484,698,727,727,fire
22:56:30,6,996,471,699,585,585,fire
22:56:31,6,995,502,699,401,401,fire
22:56:32,6,995,479,698,606,606,fire
22:56:33,6,993,497,697,512,512,fire
22:56:34,6,,,,,,fire
22:56:35,6,995,499,695,596,596,fire
22:56:36,6,994,485,695,680,680,fire
22:56:37,6,995,503,692,740,740,fire
22:56:38,6,994,506,693,542,542,fire
22:56:39,6,995,492,694,506,506,fire
22:56:40,6,995,505,695,648,648,fire
22:56:41,6,,,,,,fire
22:56:42,6,,,,,,fire
22:56:43,6,995,485,699,474,474,fire
22:56:44,6,996,496,704,767,767,fire
22:56:45,6,995,499,707,552,552,fire
22:56:46,6,994,483,706,564,564,fire
22:56:47,6,994,490,705,586,586,fire
22:56:48,6,994,492,707,449,449,fire
22:56:49,6,994,484,707,339,339,fire
22:56:50,6,994,485,709,560,560,fire
22:56:51,6,993,487,709,371,371,fire
22:56:52,6,993,488,710,486,486,fire
22:56:53,6,993,489,710,559,559,fire
22:56:54,6,994,493,710,534,534,fire
22:56:55,6,993,490,711,614,614,fire
22:56:56,6,993,477,711,643,643,fire
22:56:57,6,993,494,711,544,544,fire
22:56:58,6,993,485,711,391,391,fire
22:56:59,6,993,488,712,900,900,fire
22:57:00,6,993,489,711,896,896,fire
22:57:01,6,994,496,711,861,861,fire
22:57:02,6,993,495,710,916,916,fire
22:57:03,6,,,,,,fire
22:57:04,6,993,486,710,963,963,fire
22:57:05,6,993,493,710,911,911,fire
22:57:06,6,993,483,708,892,892,fire
22:57:07,6,993,493,709,919,919,fire
22:57:08,6,993,479,710,940,940,fire
22:57:09,6,993,494,709,880,880,fire
22:57:10,6,994,483,709,985,985,fire
22:57:11,6,994,483,708,919,919,fire
22:57:12,6,,,,,,fire
22:57:13,6,,,,,,fire
22:57:14,6,993,488,709,854,854,fire
22:57:15,6,994,484,709,904,904,fire
22:57:16,6,993,496,708,932,932,fire
22:57:17,6,993,498,706,850,850,fire
22:57:18,6,993,493,704,918,918,fire
22:57:19,6,994,490,701,905,905,fire
22:57:20,6,993,491,701,503,503,fire
22:57:21,6,993,491,701,452,452,fire
22:57:22,6,993,485,701,508,508,fire
22:57:23,6,993,492,702,559,559,fire
22:57:24,6,993,484,703,624,624,fire
22:57:25,6,993,491,703,486,486,fire
22:57:26,6,993,493,703,467,467,fire
22:57:27,6,994,486,703,519,519,fire
22:57:28,6,994,496,701,608,608,fire
22:57:29,6,994,492,699,374,374,fire
22:57:30,6,994,495,698,514,514,fire
22:57:31,6,993,497,696,474,474,fire
22:57:32,6,993,495,695,552,552,fire
22:57:33,6,993,485,692,485,485,fire
22:57:34,6,993,489,690,548,548,fire
22:57:35,6,,,,,,fire
22:57:36,6,,,,,,fire
22:57:37,6,,,,,,fire
22:57:38,6,,,,,,fire
22:57:39,6,,,,,,fire
22:57:40,6,,,,,,fire
22:57:41,6,,,,,,fire
22:57:42,6,994,485,685,340,340,fire
22:57:43,6,994,497,687,454,454,fire
22:57:44,6,993,485,687,598,598,fire
22:57:45,6,,,,,,fire
22:57:46,6,993,494,688,591,591,fire
22:57:47,6,,,,,,fire
22:57:48,6,993,488,687,577,577,fire
22:57:49,6,994,484,686,460,460,fire
22:57:50,6,993,491,687,494,494,fire
22:57:51,6,,,,,,fire
22:57:52,6,994,485,687,529,529,fire
22:57:53,6,992,486,686,494,494,fire
22:57:54,6,993,493,684,592,592,fire
22:57:55,6,994,482,682,491,491,fire
22:57:56,6,993,488,681,507,507,fire
22:57:57,6,,,,,,fire
22:57:58,6,993,493,679,641,641,fire
22:57:59,6,994,484,679,327,327,fire
22:58:00,6,993,495,678,437,437,fire
22:58:01,6,994,490,677,524,524,fire
22:58:02,6,993,483,674,865,865,fire
22:58:03,6,993,487,673,881,881,fire
22:58:04,6,994,468,672,895,895,fire
22:58:05,6,993,489,670,935,935,fire
22:58:06,6,993,491,669,920,920,fire
22:58:07,6,993,485,668,907,907,fire
22:58:08,6,993,483,667,853,853,fire
22:58:09,6,993,491,666,900,900,fire
22:58:10,6,993,491,665,869,869,fire
22:58:11,6,993,485,664,839,839,fire
22:58:12,6,993,489,664,992,992,fire
22:58:13,6,,,,,,fire
22:58:14,6,992,492,664,915,915,fire
22:58:15,6,993,489,665,928,928,fire
22:58:16,6,992,494,665,897,897,fire
22:58:17,6,992,491,666,889,889,fire
22:58:18,6,992,482,667,996,996,fire
22:58:19,6,992,498,668,863,863,fire
22:58:20,6,992,485,670,930,930,fire
22:58:21,6,993,487,671,893,893,fire
22:58:22,6,993,493,672,885,885,fire
22:58:23,6,992,489,671,899,899,fire
22:58:24,6,992,491,672,874,874,fire
22:58:25,6,993,489,672,886,886,fire
22:58:26,6,992,487,673,880,880,fire
22:58:27,6,992,492,673,884,884,fire
22:58:28,6,992,489,672,866,866,fire
22:58:29,6,991,493,672,878,878,fire
22:58:30,6,991,487,672,929,929,fire
22:58:31,6,991,476,671,910,910,fire
22:58:32,6,992,488,671,940,940,fire
22:58:33,6,991,483,671,897,897,fire
22:58:34,6,991,494,671,873,873,fire
22:58:35,6,,,,,,fire
22:58:36,6,991,481,671,377,377,fire
22:58:37,6,991,494,670,552,552,fire
22:58:38,6,991,502,669,630,630,fire
22:58:39,6,992,493,668,617,617,fire
22:58:40,6,992,497,668,554,554,fire
22:58:41,6,992,483,667,516,516,fire
22:58:42,6,992,494,667,533,533,fire
22:58:43,6,992,495,667,553,553,fire
22:58:44,6,992,482,668,503,503,fire
22:58:45,6,992,491,667,533,533,fire
22:58:46,6,992,481,666,596,596,fire
22:58:47,6,992,495,665,588,588,fire
22:58:48,6,992,487,663,460,460,fire
22:58:49,6,992,486,663,576,576,fire
22:58:50,6,991,491,663,398,398,fire
22:58:51,6,992,483,663,567,567,fire
22:58:52,6,,,,,,fire
22:58:53,6,992,493,665,895,895,fire
22:58:54,6,992,495,665,898,898,fire
22:58:55,6,991,467,666,839,839,fire
22:58:56,6,992,488,667,938,938,fire
22:58:57,6,991,498,668,959,959,fire
22:58:58,6,992,466,669,899,899,fire
22:58:59,6,991,485,670,889,889,fire
22:59:00,6,991,489,672,872,872,fire
22:59:01,6,991,485,674,905,905,fire
22:59:02,6,,,,,,fire
22:59:03,6,991,507,677,945,945,fire
22:59:04,6,990,489,678,898,898,fire
