time_stamp,node,light,sound,temp,smoke
23:02:59,1,1002,500,576,
23:03:00,1,1002,493,576,2
23:03:01,1,1002,493,575,
23:03:02,1,1002,509,575,1
23:03:03,1,,,,
23:03:04,1,1002,497,575,1
23:03:05,1,1002,496,574,1
23:03:06,1,1001,507,573,1
23:03:07,1,1001,489,573,
23:03:08,1,1001,495,572,
23:03:09,1,1001,496,572,1
23:03:10,1,1001,498,572,1
23:03:11,1,1002,491,572,1
23:03:12,1,1002,496,571,
23:03:13,1,1001,498,571,1
23:03:14,1,1001,496,571,1
23:03:15,1,1001,497,570,
23:03:16,1,1001,494,570,1
23:03:17,1,1002,495,570,
23:03:18,1,1002,492,570,
23:03:19,1,1002,492,570,1
23:03:20,1,1002,497,570,1
23:03:21,1,1002,484,570,1
23:03:22,1,1002,499,570,
23:03:23,1,1002,492,570,1
23:03:24,1,1002,496,570,
23:03:25,1,1002,490,569,1
23:03:26,1,1002,499,569,1
23:03:27,1,1001,494,569,1
23:03:28,1,1002,494,569,1
23:03:29,1,1002,488,569,1
23:03:30,1,1002,498,569,
23:03:31,1,1002,499,569,1
23:03:32,1,1002,496,569,1
23:03:33,1,1002,490,568,
23:03:34,1,1002,496,568,
23:03:35,1,1002,490,568,1
23:03:36,1,1002,496,568,
23:03:37,1,1002,499,568,
23:03:38,1,,,,
23:03:39,1,1002,492,568,
23:03:40,1,1002,487,568,1
23:03:41,1,1002,494,568,1
23:03:42,1,1002,496,567,1
23:03:43,1,1002,492,567,1
23:03:44,1,1001,496,567,1
23:03:45,1,1001,491,567,1
23:03:46,1,,,,
23:03:47,1,1001,493,567,1
23:03:48,1,1001,491,567,1
23:03:49,1,1002,488,567,1
23:03:50,1,1002,496,567,
23:03:51,1,1002,498,567,1
23:03:52,1,1002,493,567,1
23:03:53,1,1002,495,566,1
23:03:54,1,1002,497,566,1
23:03:55,1,1002,516,566,1
23:03:56,1,1002,565,566,
23:03:57,1,1002,495,566,
23:03:58,1,,,,
23:03:59,1,1002,495,566,1
23:04:00,1,1002,493,566,1
23:04:01,1,1002,498,566,
23:04:02,1,1002,497,566,
23:04:03,1,1002,494,565,
23:04:04,1,1003,496,565,
23:04:05,1,1003,497,565,1
23:04:06,1,1003,488,565,
23:04:07,1,1003,498,565,2
23:04:08,1,1002,494,565,1
23:04:09,1,1003,500,564,1
23:04:10,1,1003,488,564,1
23:04:11,1,1002,496,564,
23:04:12,1,1003,485,564,1
23:04:13,1,1003,507,564,1
23:04:14,1,1002,494,564,
23:04:15,1,1002,500,564,1
23:04:16,1,,,,
23:04:17,1,1002,497,564,1
23:04:18,1,1003,494,564,
23:04:19,1,1003,494,563,1
23:04:20,1,,,,
23:04:21,1,1002,497,563,1
23:04:22,1,1002,490,563,1
23:04:23,1,1003,502,563,2
23:04:24,1,1002,494,563,
23:04:25,1,1002,494,563,1
23:04:26,1,1002,493,563,
23:04:27,1,1002,489,563,1
23:04:28,1,1002,495,563,1
23:04:29,1,1002,494,562,
23:04:30,1,1002,503,562,
23:04:31,1,1003,488,562,1
23:04:32,1,,,,
23:04:33,1,1002,496,562,1
23:04:34,1,1002,494,562,1
23:04:35,1,,,,
23:04:36,1,,,,
23:04:37,1,1002,500,562,1
23:04:38,1,1002,497,561,1
23:04:39,1,1002,496,561,2
23:04:40,1,1002,490,561,
23:04:41,1,1002,495,561,1
23:04:42,1,1002,496,561,1
23:04:43,1,1002,495,561,
23:04:44,1,1001,489,561,1
23:04:45,1,1002,490,561,1
23:04:46,1,,,,
23:04:47,1,1002,488,560,1
23:04:48,1,1001,500,560,1
23:04:49,1,1002,486,560,1
23:04:50,1,1001,494,560,
23:04:51,1,1002,500,560,2
23:04:52,1,1002,495,560,1
23:04:53,1,1002,492,560,1
23:04:54,1,,,,
23:04:55,1,1002,489,560,
23:04:56,1,1002,495,559,
23:04:57,1,1002,503,559,2
23:04:58,1,,,,
23:04:59,1,1002,497,559,
23:05:00,1,1002,494,559,1
23:05:01,1,1002,494,559,1
23:05:02,1,1001,493,559,
23:05:03,1,1002,500,559,1
23:05:04,1,,,,
23:05:05,1,1001,496,559,1
23:05:06,1,,,,
23:05:07,1,1001,494,558,1
23:05:08,1,1002,494,558,1
23:05:09,1,1002,503,558,2
23:05:10,1,1002,490,558,1
23:05:11,1,,,,
23:05:12,1,1002,491,557,1
23:05:13,1,,,,
